ID	First name	Last Name	Email	Gender	Student type	Exam result	Homework sent	Homework evaluated	Teamwork	Attendances	Bonus
876	Lillian	Stone	lstoneob@phpbb.com	Female	Onsite	233	7	8	7.5	2	3.08
877	Ralph	Wood	rwoodoc@1und1.de	Male	Online	278	1	7	8.9	3	2.65
878	Joshua	Griffin	jgriffinod@usgs.gov	Male	Online	135	10	8	1.8	3	2.78
879	Teresa	Nguyen	tnguyenoe@cornell.edu	Female	Onsite	82	3	9	14.6	7	1.03
880	Billy	Wallace	bwallaceof@altervista.org	Male	Online	309	2	5	0.9	8	3.63
881	Scott	Ford	sfordog@engadget.com	Male	Online	292	9	8	12.9	8	1.04
882	Shawn	Jenkins	sjenkinsoh@nasa.gov	Male	Onsite	37	9	8	5.4	2	4.84
883	Henry	Stewart	hstewartoi@addtoany.com	Male	Onsite	193	1	0	5.4	0	4.33
884	Patrick	Freeman	pfreemanoj@fastcompany.com	Male	Onsite	127	1	9	13.4	7	1.41
885	Louise	Turner	lturnerok@ebay.co.uk	Female	Online	146	4	10	9.6	9	1.65
886	Emily	Thomas	ethomasol@vk.com	Female	Onsite	356	0	5	1.5	0	1.13
887	Thomas	Smith	tsmithom@yahoo.com	Male	Onsite	262	0	7	5.2	5	4.74
888	Joshua	Howard	jhowardon@wisc.edu	Male	Online	22	5	9	11.7	8	0.84
889	Justin	Campbell	jcampbelloo@msn.com	Male	Online	308	0	8	0.7	10	0.87
890	Howard	Stephens	hstephensop@myspace.com	Male	Onsite	333	2	4	10.5	5	1.04
891	Sharon	Moore	smooreoq@un.org	Female	Online	71	10	9	1.2	3	2.02
892	Nicholas	Jones	njonesor@dropbox.com	Male	Onsite	9	4	8	8.1	3	2.14
893	Judy	Richards	jrichardsos@simplemachines.org	Female	Online	191	2	10	11.4	1	4.93
894	Alice	Riley	arileyot@php.net	Female	Onsite	133	10	0	2.2	2	2.87
895	Martin	Arnold	marnoldou@webnode.com	Male	Onsite	176	10	8	14.6	0	3.13
896	Timothy	Shaw	tshawov@mlb.com	Male	Onsite	254	7	7	8.9	3	1.46
897	Rose	Schmidt	rschmidtow@reuters.com	Female	Online	301	3	7	8.8	5	0.17
898	Julia	Carr	jcarrox@mysql.com	Female	Online	3	6	4	9.8	8	1.94
899	Beverly	Cooper	bcooperoy@marketwatch.com	Female	Online	229	4	4	3.6	7	4.2
900	Cynthia	Lynch	clynchoz@unblog.fr	Female	Online	369	10	9	12.5	6	2.63
901	Diane	Sullivan	dsullivanp0@marketwatch.com	Female	Onsite	280	2	10	8.1	7	1.01
902	Jennifer	Howell	jhowellp1@latimes.com	Female	Onsite	372	2	7	10.7	0	3.29
903	Anna	Frazier	afrazierp2@nationalgeographic.com	Female	Onsite	170	1	10	3.6	4	0.1
904	Heather	Howard	hhowardp3@china.com.cn	Female	Online	276	9	4	2.3	2	1.57
905	Anna	Shaw	ashawp4@weibo.com	Female	Online	107	9	3	1.0	6	1.14
906	Alice	Morrison	amorrisonp5@dmoz.org	Female	Online	125	0	8	8.7	2	1.74
907	Betty	Gardner	bgardnerp6@networkadvertising.org	Female	Online	182	6	8	6.9	5	2.59
908	Carol	Harvey	charveyp7@google.com.au	Female	Onsite	73	6	9	8.4	1	1.84
909	Linda	Oliver	loliverp8@linkedin.com	Female	Online	20	5	1	11.6	2	4.35
910	Maria	Davis	mdavisp9@alibaba.com	Female	Online	220	7	4	3.0	7	2.0
911	Susan	Moreno	smorenopa@xrea.com	Female	Online	358	8	0	4.9	9	2.93
912	Julia	Wright	jwrightpb@jalbum.net	Female	Online	45	4	5	9.2	2	3.61
913	Kathryn	Hernandez	khernandezpc@mysql.com	Female	Onsite	339	6	6	8.2	6	4.72
914	Emily	Franklin	efranklinpd@indiatimes.com	Female	Onsite	147	9	4	11.4	7	1.93
915	Teresa	Lane	tlanepe@symantec.com	Female	Online	343	1	2	14.0	10	1.08
916	Jacqueline	Greene	jgreenepf@ameblo.jp	Female	Onsite	347	10	0	12.4	10	4.49
917	Bobby	Morales	bmoralespg@independent.co.uk	Male	Online	348	7	3	5.9	1	3.18
918	Alan	Robertson	arobertsonph@meetup.com	Male	Online	147	5	6	13.7	1	2.7
919	Johnny	Fox	jfoxpi@topsy.com	Male	Online	162	0	5	1.4	6	2.7
920	Katherine	Turner	kturnerpj@accuweather.com	Female	Online	216	5	0	3.6	1	2.18
921	Matthew	Sanders	msanderspk@vkontakte.ru	Male	Onsite	188	3	1	13.4	3	2.32
922	Sean	Jordan	sjordanpl@wikispaces.com	Male	Online	382	10	10	5.6	0	0.8
923	Raymond	Tucker	rtuckerpm@drupal.org	Male	Online	145	3	0	3.0	5	3.24
924	Anna	Simpson	asimpsonpn@t-online.de	Female	Online	127	3	10	3.2	4	4.62
925	Paula	Fisher	pfisherpo@hao123.com	Female	Onsite	37	9	2	0.3	7	1.95
926	Larry	Jenkins	ljenkinspp@hexun.com	Male	Onsite	47	8	9	10.7	9	3.88
927	Margaret	Romero	mromeropq@histats.com	Female	Onsite	173	4	10	1.4	3	1.42
928	Arthur	Hayes	ahayespr@columbia.edu	Male	Onsite	257	0	4	3.3	7	2.5
929	Rachel	Collins	rcollinsps@tiny.cc	Female	Onsite	216	4	6	14.0	5	2.71
930	Joyce	Matthews	jmatthewspt@dagondesign.com	Female	Online	149	6	9	11.3	5	3.02
931	Shawn	Payne	spaynepu@unblog.fr	Male	Onsite	364	6	2	10.6	2	1.41
932	Timothy	Wood	twoodpv@shop-pro.jp	Male	Online	64	2	5	4.5	3	4.16
933	Howard	Mitchell	hmitchellpw@hexun.com	Male	Onsite	324	10	2	8.5	8	0.9
934	Carol	Webb	cwebbpx@eventbrite.com	Female	Online	214	10	10	6.6	8	0.89
935	Juan	Phillips	jphillipspy@deviantart.com	Male	Online	108	3	3	9.9	2	4.5
936	Ashley	Watkins	awatkinspz@baidu.com	Female	Online	176	1	8	9.8	7	3.81
937	Marie	Thompson	mthompsonq0@squidoo.com	Female	Online	125	10	0	3.0	0	3.44
938	Juan	Gomez	jgomezq1@epa.gov	Male	Online	192	9	3	4.8	9	0.86
939	Shawn	Daniels	sdanielsq2@flickr.com	Male	Onsite	329	5	3	13.1	2	2.92
940	Carl	Stanley	cstanleyq3@shinystat.com	Male	Onsite	167	1	5	5.8	0	3.65
941	Robin	Greene	rgreeneq4@is.gd	Female	Onsite	32	8	1	0.4	10	2.99
942	Susan	Garrett	sgarrettq5@chronoengine.com	Female	Online	211	9	1	5.7	5	3.41
943	Jennifer	Hall	jhallq6@desdev.cn	Female	Onsite	84	1	7	1.1	0	3.37
944	Patrick	Russell	prussellq7@nps.gov	Male	Online	72	10	9	0.0	6	3.17
945	Angela	Stevens	astevensq8@amazon.co.uk	Female	Onsite	335	2	3	1.1	4	4.06
946	Maria	Hawkins	mhawkinsq9@hugedomains.com	Female	Onsite	180	6	9	9.6	3	0.41
947	Benjamin	Edwards	bedwardsqa@friendfeed.com	Male	Onsite	27	1	10	5.6	4	3.93
948	Theresa	Cole	tcoleqb@nature.com	Female	Online	232	0	3	8.0	9	0.54
949	Tina	Gomez	tgomezqc@kickstarter.com	Female	Onsite	194	1	4	12.3	3	4.03
950	Martin	Rodriguez	mrodriguezqd@ocn.ne.jp	Male	Onsite	158	0	8	5.3	7	3.59
951	Catherine	Fox	cfoxqe@umich.edu	Female	Online	171	4	0	8.0	5	0.68
952	Gary	West	gwestqf@blogspot.com	Male	Online	239	0	9	13.7	7	1.39
953	Thomas	Ellis	tellisqg@sina.com.cn	Male	Online	223	8	6	6.7	3	0.63
954	Doris	Dunn	ddunnqh@woothemes.com	Female	Onsite	79	7	4	3.0	10	3.45
955	Amy	Walker	awalkerqi@nyu.edu	Female	Online	281	9	7	8.0	0	3.81
956	Barbara	Kennedy	bkennedyqj@blog.com	Female	Onsite	138	4	8	8.4	7	2.72
957	Joe	Miller	jmillerqk@washingtonpost.com	Male	Onsite	147	4	5	1.0	9	3.15
958	Pamela	Gonzalez	pgonzalezql@senate.gov	Female	Onsite	400	2	1	1.5	10	4.85
959	Matthew	Morrison	mmorrisonqm@yandex.ru	Male	Onsite	260	3	9	6.1	2	2.83
960	Stephanie	Myers	smyersqn@canalblog.com	Female	Onsite	225	9	9	7.9	7	1.45
961	Susan	Chavez	schavezqo@unc.edu	Female	Onsite	287	8	2	5.4	0	1.73
962	Sean	Williamson	swilliamsonqp@jigsy.com	Male	Onsite	265	1	5	12.9	0	0.72
963	Sharon	Carter	scarterqq@t.co	Female	Online	335	5	5	0.1	0	0.18
964	Stephen	Wallace	swallaceqr@jiathis.com	Male	Online	152	0	4	13.8	3	0.91
965	Shirley	Cox	scoxqs@cargocollective.com	Female	Onsite	207	3	4	11.4	2	2.06
966	Roy	Garza	rgarzaqt@pinterest.com	Male	Onsite	49	10	0	8.5	7	1.7
967	Wanda	Morrison	wmorrisonqu@angelfire.com	Female	Online	173	7	1	0.3	0	3.14
968	Roy	Anderson	randersonqv@devhub.com	Male	Online	239	0	2	4.9	4	0.91
969	Roy	Davis	rdavisqw@dropbox.com	Male	Onsite	343	2	6	9.9	4	3.06
970	Rose	Gonzalez	rgonzalezqx@washingtonpost.com	Female	Online	384	2	7	10.0	2	1.02
971	Bonnie	Brown	bbrownqy@hexun.com	Female	Onsite	209	10	1	4.7	3	2.01
972	Joseph	Ramirez	jramirezqz@sphinn.com	Male	Online	82	9	5	9.3	1	0.28
973	Antonio	Davis	adavisr0@flickr.com	Male	Onsite	386	3	7	7.2	4	1.62
974	Sandra	Jacobs	sjacobsr1@simplemachines.org	Female	Online	149	5	10	11.7	7	1.61
975	Cynthia	Williamson	cwilliamsonr2@shinystat.com	Female	Online	330	0	10	1.5	9	3.55
976	Brandon	Price	bpricer3@marriott.com	Male	Onsite	221	3	2	11.0	0	3.76
977	Todd	Larson	tlarsonr4@dropbox.com	Male	Online	270	8	7	3.9	0	1.24
978	David	Clark	dclarkr5@army.mil	Male	Onsite	79	8	7	7.8	0	0.33
979	Shirley	Burton	sburtonr6@disqus.com	Female	Onsite	82	4	2	2.0	8	2.36
980	Jose	Burns	jburnsr7@cbc.ca	Male	Onsite	53	10	5	2.3	1	3.87
981	Annie	Thompson	athompsonr8@auda.org.au	Female	Online	47	2	2	14.4	3	4.5
982	Larry	Turner	lturnerr9@reuters.com	Male	Online	225	9	2	12.5	7	1.48
983	Victor	Mcdonald	vmcdonaldra@hostgator.com	Male	Online	172	0	9	0.5	6	2.12
984	Matthew	Nichols	mnicholsrb@chron.com	Male	Onsite	52	5	3	1.0	4	1.3
985	Brian	Phillips	bphillipsrc@prweb.com	Male	Online	286	2	2	13.8	1	4.93
986	Katherine	Nguyen	knguyenrd@ezinearticles.com	Female	Onsite	33	7	9	0.2	8	2.48
987	Steve	Bryant	sbryantre@amazon.de	Male	Onsite	81	9	6	10.4	7	0.97
988	Catherine	Hawkins	chawkinsrf@biblegateway.com	Female	Online	303	5	4	15.0	3	1.01
989	Marilyn	Weaver	mweaverrg@merriam-webster.com	Female	Onsite	75	5	5	4.9	6	0.34
990	Nancy	Butler	nbutlerrh@prnewswire.com	Female	Onsite	261	9	5	4.3	0	1.32
991	Albert	Harper	aharperri@scientificamerican.com	Male	Onsite	395	4	5	13.7	6	3.2
992	Gary	Gordon	ggordonrj@cargocollective.com	Male	Onsite	118	1	2	12.7	10	3.81
993	Stephen	Wilson	swilsonrk@newsvine.com	Male	Onsite	84	4	7	6.1	10	2.5
994	Diana	Simpson	dsimpsonrl@people.com.cn	Female	Online	242	0	8	8.2	3	1.54
995	Virginia	Martinez	vmartinezrm@tmall.com	Female	Online	162	6	0	3.0	1	2.61
996	Randy	Lawson	rlawsonrn@hibu.com	Male	Online	301	8	7	3.2	5	2.15
997	Jose	Garrett	jgarrettro@seattletimes.com	Male	Online	259	7	5	11.4	7	2.25
998	Jesse	Morgan	jmorganrp@theatlantic.com	Male	Online	118	6	6	10.2	4	0.51
999	Douglas	Holmes	dholmesrq@usgs.gov	Male	Onsite	71	8	8	4.6	8	4.03
1000	Ernest	Larson	elarsonrr@toplist.cz	Male	Onsite	135	5	1	14.0	8	1.53
